bas1,h,m,s,star,az,el,delay1,delay2
D/E2W1P52B51,8,41,13.0,#233793,15.3083008,63.30541589,27.176186298,70.644055604
D/E2W2P55B56,8,41,13.0,#233793,15.3083008,63.30541589,27.176186298,87.999952181
D/W1W2P25B16,8,41,13.0,#233793,15.3083008,63.30541589,70.644055604,87.999952181
D/S1S2P12B32,4,41,18.0,#33500,84.607147183,38.220870095,85.950396911,79.445859237
D/S1E1P15B34,4,41,18.0,#33500,84.607147183,38.220870095,85.950396911,44.582363853
D/S1E2P15B35,4,41,18.0,#33500,84.607147183,38.220870095,85.950396911,63.323565281
D/S1W1P11B31,4,41,18.0,#33500,84.607147183,38.220870095,85.950396911,1.880715449
D/S1W2P15B36,4,41,18.0,#33500,84.607147183,38.220870095,85.950396911,55.999969451
D/S2E1P25B24,4,41,18.0,#33500,84.607147183,38.220870095,79.445859237,44.582363853
D/S2E2P25B25,4,41,18.0,#33500,84.607147183,38.220870095,79.445859237,63.323565281
D/S2W1P21B21,4,41,18.0,#33500,84.607147183,38.220870095,79.445859237,1.880715449
D/S2W2P25B26,4,41,18.0,#33500,84.607147183,38.220870095,79.445859237,55.999969451
D/E1E2P55B45,4,41,18.0,#33500,84.607147183,38.220870095,44.582363853,63.323565281
D/E1W1P51B41,4,41,18.0,#33500,84.607147183,38.220870095,44.582363853,1.880715449
D/E1W2P55B46,4,41,18.0,#33500,84.607147183,38.220870095,44.582363853,55.999969451
D/E2W1P51B51,4,41,18.0,#33500,84.607147183,38.220870095,63.323565281,1.880715449
D/E2W2P55B56,4,41,18.0,#33500,84.607147183,38.220870095,63.323565281,55.999969451
D/W1W2P15B16,4,41,18.0,#33500,84.607147183,38.220870095,1.880715449,55.999969451
D/S1S2P23B32,6,52,21.0,#34919,87.837878802,66.64770519,18.311719316,12.234717719
D/S1E1P22B34,6,52,21.0,#34919,87.837878802,66.64770519,18.311719316,51.772461298
D/S1E2P23B35,6,52,21.0,#34919,87.837878802,66.64770519,18.311719316,58.275300613
D/S1W1P21B31,6,52,21.0,#34919,87.837878802,66.64770519,18.311719316,22.424595334
D/S1W2P25B36,6,52,21.0,#34919,87.837878802,66.64770519,18.311719316,39.99997818
D/S2E1P32B24,6,52,21.0,#34919,87.837878802,66.64770519,12.234717719,51.772461298
D/S2E2P33B25,6,52,21.0,#34919,87.837878802,66.64770519,12.234717719,58.275300613
D/S2W1P31B21,6,52,21.0,#34919,87.837878802,66.64770519,12.234717719,22.424595334
D/S2W2P35B26,6,52,21.0,#34919,87.837878802,66.64770519,12.234717719,39.99997818
D/E1E2P23B45,6,52,21.0,#34919,87.837878802,66.64770519,51.772461298,58.275300613
D/E1W1P21B41,6,52,21.0,#34919,87.837878802,66.64770519,51.772461298,22.424595334
D/E1W2P25B46,6,52,21.0,#34919,87.837878802,66.64770519,51.772461298,39.99997818
D/E2W1P31B51,6,52,21.0,#34919,87.837878802,66.64770519,58.275300613,22.424595334
D/E2W2P35B56,6,52,21.0,#34919,87.837878802,66.64770519,58.275300613,39.99997818
D/W1W2P15B16,6,52,21.0,#34919,87.837878802,66.64770519,22.424595334,39.99997818
D/S1S2P23B32,7,26,6.0,#33500,118.546257186,71.60549033,43.122211944,32.181710743
D/S1E1P22B34,7,26,6.0,#33500,118.546257186,71.60549033,43.122211944,10.789775716
D/S1E2P23B35,7,26,6.0,#33500,118.546257186,71.60549033,43.122211944,29.924184781
D/S1W1P21B31,7,26,6.0,#33500,118.546257186,71.60549033,43.122211944,31.864583662
D/S1W2P25B36,7,26,6.0,#33500,118.546257186,71.60549033,43.122211944,39.99997818
D/S2E1P32B24,7,26,6.0,#33500,118.546257186,71.60549033,32.181710743,10.789775716
D/S2E2P33B25,7,26,6.0,#33500,118.546257186,71.60549033,32.181710743,29.924184781
D/S2W1P31B21,7,26,6.0,#33500,118.546257186,71.60549033,32.181710743,31.864583662
D/S2W2P35B26,7,26,6.0,#33500,118.546257186,71.60549033,32.181710743,39.99997818
D/E1E2P23B45,7,26,6.0,#33500,118.546257186,71.60549033,10.789775716,29.924184781
D/E1W1P21B41,7,26,6.0,#33500,118.546257186,71.60549033,10.789775716,31.864583662
D/E1W2P25B46,7,26,6.0,#33500,118.546257186,71.60549033,10.789775716,39.99997818
D/E2W1P31B51,7,26,6.0,#33500,118.546257186,71.60549033,29.924184781,31.864583662
D/E2W2P35B56,7,26,6.0,#33500,118.546257186,71.60549033,29.924184781,39.99997818
D/W1W2P15B16,7,26,6.0,#33500,118.546257186,71.60549033,31.864583662,39.99997818
D/S1S2P23B32,8,7,45.0,#33500,146.059276464,78.108268376,67.924016176,57.256846226
D/S1E1P21B34,8,7,45.0,#33500,146.059276464,78.108268376,67.924016176,45.514702892
D/S1E2P22B35,8,7,45.0,#33500,146.059276464,78.108268376,67.924016176,74.331042813
D/S1W1P23B31,8,7,45.0,#33500,146.059276464,78.108268376,67.924016176,7.262826127
D/S1W2P25B36,8,7,45.0,#33500,146.059276464,78.108268376,67.924016176,71.999960724
D/S2E1P31B24,8,7,45.0,#33500,146.059276464,78.108268376,57.256846226,45.514702892
D/S2E2P32B25,8,7,45.0,#33500,146.059276464,78.108268376,57.256846226,74.331042813
D/S2W1P33B21,8,7,45.0,#33500,146.059276464,78.108268376,57.256846226,7.262826127
D/S2W2P35B26,8,7,45.0,#33500,146.059276464,78.108268376,57.256846226,71.999960724
D/E1E2P12B45,8,7,45.0,#33500,146.059276464,78.108268376,45.514702892,74.331042813
D/E1W1P13B41,8,7,45.0,#33500,146.059276464,78.108268376,45.514702892,7.262826127
D/E1W2P15B46,8,7,45.0,#33500,146.059276464,78.108268376,45.514702892,71.999960724
D/E2W1P23B51,8,7,45.0,#33500,146.059276464,78.108268376,74.331042813,7.262826127
D/E2W2P25B56,8,7,45.0,#33500,146.059276464,78.108268376,74.331042813,71.999960724
D/W1W2P35B16,8,7,45.0,#33500,146.059276464,78.108268376,7.262826127,71.999960724
D/S1S2P23B32,8,31,14.0,#19572,274.9548611,72.479747961,16.004578387,14.320414395
D/S1E1P21B34,8,31,14.0,#19572,274.9548611,72.479747961,16.004578387,1.988855424
D/S1E2P22B35,8,31,14.0,#19572,274.9548611,72.479747961,16.004578387,46.392438643
D/S1W1P23B31,8,31,14.0,#19572,274.9548611,72.479747961,16.004578387,70.866960359
D/S1W2P25B36,8,31,14.0,#19572,274.9548611,72.479747961,16.004578387,87.999951996
D/S2E1P31B24,8,31,14.0,#19572,274.9548611,72.479747961,14.320414395,1.988855424
D/S2E2P32B25,8,31,14.0,#19572,274.9548611,72.479747961,14.320414395,46.392438643
D/S2W1P33B21,8,31,14.0,#19572,274.9548611,72.479747961,14.320414395,70.866960359
D/S2W2P35B26,8,31,14.0,#19572,274.9548611,72.479747961,14.320414395,87.999951996
D/E1E2P12B45,8,31,14.0,#19572,274.9548611,72.479747961,1.988855424,46.392438643
D/E1W1P13B41,8,31,14.0,#19572,274.9548611,72.479747961,1.988855424,70.866960359
D/E1W2P15B46,8,31,14.0,#19572,274.9548611,72.479747961,1.988855424,87.999951996
D/E2W1P23B51,8,31,14.0,#19572,274.9548611,72.479747961,46.392438643,70.866960359
D/E2W2P25B56,8,31,14.0,#19572,274.9548611,72.479747961,46.392438643,87.999951996
D/W1W2P35B16,8,31,14.0,#19572,274.9548611,72.479747961,70.866960359,87.999951996
D/S1E1P21B12,3,28,7.0,#255430,272.378505417,82.441374648,57.402324444,57.999980624
D/S1W1P25B13,3,28,7.0,#255430,272.378505417,82.441374648,57.402324444,8.846294056
D/E1W1P15B23,3,28,7.0,#255430,272.378505417,82.441374648,57.999980624,8.846294056
D/S1E1P21B12,3,28,40.0,#255430,272.420360949,82.327475064,57.592171591,57.999980624
D/S1W1P25B13,3,28,40.0,#255430,272.420360949,82.327475064,57.592171591,9.421666861
D/E1W1P15B23,3,28,40.0,#255430,272.420360949,82.327475064,57.999980624,9.421666861
D/S1E1P21B12,3,28,49.0,#255430,272.43176202,82.296412147,57.643803938,57.999980624
D/S1W1P25B13,3,28,49.0,#255430,272.43176202,82.296412147,57.643803938,9.578554857
D/E1W1P15B23,3,28,49.0,#255430,272.43176202,82.296412147,57.999980624,9.578554857
D/S1E1P21B12,3,28,52.0,#255430,272.435561066,82.2860579,57.661002747,57.999980624
D/S1W1P25B13,3,28,52.0,#255430,272.435561066,82.2860579,57.661002747,9.630830905
D/E1W1P15B23,3,28,52.0,#255430,272.435561066,82.2860579,57.999980624,9.630830905
D/S1E1P21B12,3,49,3.0,#266328,279.611527493,81.099622755,53.796437222,57.999980624
D/S1W1P25B13,3,49,3.0,#266328,279.611527493,81.099622755,53.796437222,13.380891865
D/E1W1P15B23,3,49,3.0,#266328,279.611527493,81.099622755,57.999980624,13.380891865
D/S1E1P21B12,3,50,5.0,#266328,279.532513045,80.88842338,54.127346167,57.999980624
D/S1W1P25B13,3,50,5.0,#266328,279.532513045,80.88842338,54.127346167,14.437785048
D/E1W1P15B23,3,50,5.0,#266328,279.532513045,80.88842338,57.999980624,14.437785048
D/S1E1P21B12,3,51,42.0,#266328,279.422666338,80.557906478,54.638513489,57.999980624
D/S1W1P25B13,3,51,42.0,#266328,279.422666338,80.557906478,54.638513489,16.087819101
D/E1W1P15B23,3,51,42.0,#266328,279.422666338,80.557906478,57.999980624,16.087819101
D/S1E1P21B12,3,52,14.0,#266328,279.389865181,80.448847768,54.805391667,57.999980624
D/S1W1P25B13,3,52,14.0,#266328,279.389865181,80.448847768,54.805391667,16.631221476
D/E1W1P15B23,3,52,14.0,#266328,279.389865181,80.448847768,57.999980624,16.631221476
D/S1E1P21B12,4,6,27.0,#274348,293.991037859,79.107457293,40.677275485,57.999980624
D/S1W1P25B13,4,6,27.0,#274348,293.991037859,79.107457293,40.677275485,14.877190628
D/E1W1P15B23,4,6,27.0,#274348,293.991037859,79.107457293,57.999980624,14.877190628
D/S1E1P21B12,4,7,25.0,#274348,293.709926321,78.924203408,40.954193045,57.999980624
D/S1W1P25B13,4,7,25.0,#274348,293.709926321,78.924203408,40.954193045,15.819242166
D/E1W1P15B23,4,7,25.0,#274348,293.709926321,78.924203408,57.999980624,15.819242166
D/S1E1P21B12,4,7,38.0,#274348,293.64851483,78.883075424,41.015832105,57.999980624
D/S1W1P25B13,4,7,38.0,#274348,293.64851483,78.883075424,41.015832105,16.030182462
D/E1W1P15B23,4,7,38.0,#274348,293.64851483,78.883075424,57.999980624,16.030182462
D/S1E1P21B12,4,7,39.0,#274348,293.643814606,78.879910933,41.020569904,57.999980624
D/S1W1P25B13,4,7,39.0,#274348,293.643814606,78.879910933,41.020569904,16.046404581
D/E1W1P15B23,4,7,39.0,#274348,293.643814606,78.879910933,57.999980624,16.046404581
D/S1E1P21B12,4,23,52.0,#266328,279.187393139,73.974211642,63.093934985,57.999980624
D/S1W1P25B13,4,23,52.0,#266328,279.187393139,73.974211642,63.093934985,47.920718017
D/E1W1P15B23,4,23,52.0,#266328,279.187393139,73.974211642,57.999980624,47.920718017
D/S1E1P21B12,4,23,53.0,#266328,279.187823058,73.970801429,63.09745426,57.999980624
D/S1W1P25B13,4,23,53.0,#266328,279.187823058,73.970801429,63.09745426,47.936661576
D/E1W1P15B23,4,23,53.0,#266328,279.187823058,73.970801429,57.999980624,47.936661576
D/S1E1P21B12,4,23,56.0,#266328,279.189114864,73.960570813,63.108023463,57.999980624
D/S1W1P25B13,4,23,56.0,#266328,279.189114864,73.960570813,63.108023463,47.984494728
D/E1W1P15B23,4,23,56.0,#266328,279.189114864,73.960570813,57.999980624,47.984494728
D/S1E1P21B12,4,24,51.0,#266328,279.213335918,73.773016233,63.299948175,57.999980624
D/S1W1P25B13,4,24,51.0,#266328,279.213335918,73.773016233,63.299948175,48.86030243
D/E1W1P15B23,4,24,51.0,#266328,279.213335918,73.773016233,57.999980624,48.86030243
D/S1E1P21B12,4,43,18.0,#265594,289.362024323,69.807371988,48.09333562,57.999980624
D/S1W1P25B13,4,43,18.0,#265594,289.362024323,69.807371988,48.09333562,57.685363999
D/E1W1P15B23,4,43,18.0,#265594,289.362024323,69.807371988,57.999980624,57.685363999
D/S1E1P21B12,4,43,21.0,#265594,289.359735142,69.797594457,48.100245751,57.999980624
D/S1W1P25B13,4,43,21.0,#265594,289.359735142,69.797594457,48.100245751,57.728819288
D/E1W1P15B23,4,43,21.0,#265594,289.359735142,69.797594457,57.999980624,57.728819288
D/S1E1P21B12,4,43,22.0,#265594,289.358973411,69.794335249,48.102553015,57.999980624
D/S1W1P25B13,4,43,22.0,#265594,289.358973411,69.794335249,48.102553015,57.743304828
D/E1W1P15B23,4,43,22.0,#265594,289.358973411,69.794335249,57.999980624,57.743304828
D/S1E1P21B12,4,43,40.0,#265594,289.345375438,69.735666927,48.14379955,57.999980624
D/S1W1P25B13,4,43,40.0,#265594,289.345375438,69.735666927,48.14379955,58.003973357
D/E1W1P15B23,4,43,40.0,#265594,289.345375438,69.735666927,57.999980624,58.003973357
D/S1E1P21B12,5,1,4.0,#266328,280.735617844,66.378292695,68.663109888,57.999980623
D/S1W1P25B13,5,1,4.0,#266328,280.735617844,66.378292695,68.663109888,81.79676963
D/E1W1P15B23,5,1,4.0,#266328,280.735617844,66.378292695,57.999980623,81.79676963
D/S1E1P21B12,5,1,5.0,#266328,280.736496522,66.374898633,68.66459021,57.999980623
D/S1W1P25B13,5,1,5.0,#266328,280.736496522,66.374898633,68.66459021,81.81111315
D/E1W1P15B23,5,1,5.0,#266328,280.736496522,66.374898633,57.999980623,81.81111315
D/S1E1P21B12,5,1,7.0,#266328,280.738254234,66.368110533,68.667522392,57.999980623
D/S1W1P25B13,5,1,7.0,#266328,280.738254234,66.368110533,68.667522392,81.839809606
D/E1W1P15B23,5,1,7.0,#266328,280.738254234,66.368110533,57.999980623,81.839809606
D/S1E1P21B12,5,1,31.0,#266328,280.759383581,66.286656436,68.702216848,57.999980623
D/S1W1P25B13,5,1,31.0,#266328,280.759383581,66.286656436,68.702216848,82.183823186
D/E1W1P15B23,5,1,31.0,#266328,280.759383581,66.286656436,57.999980623,82.183823186
D/S1E1P21B12,5,20,26.0,#255430,280.698889851,59.332201027,49.672180844,31.999989309
D/S1W1P25B13,5,20,26.0,#255430,280.698889851,59.332201027,49.672180844,86.570326473
D/E1W1P15B23,5,20,26.0,#255430,280.698889851,59.332201027,31.999989309,86.570326473
D/S1E1P21B12,5,20,27.0,#255430,280.700158374,59.328806555,49.671733801,31.999989309
D/S1W1P25B13,5,20,27.0,#255430,280.700158374,59.328806555,49.671733801,86.583043743
D/E1W1P15B23,5,20,27.0,#255430,280.700158374,59.328806555,31.999989309,86.583043743
D/S1E1P21B12,5,20,32.0,#255430,280.706501284,59.311834395,49.669465137,31.999989309
D/S1W1P25B13,5,20,32.0,#255430,280.706501284,59.311834395,49.669465137,86.646641144
D/E1W1P15B23,5,20,32.0,#255430,280.706501284,59.311834395,31.999989309,86.646641144
D/S1E1P21B12,5,20,33.0,#255430,280.707769923,59.308440007,49.66900458,31.999989309
D/S1W1P25B13,5,20,33.0,#255430,280.707769923,59.308440007,49.66900458,86.659361561
D/E1W1P15B23,5,20,33.0,#255430,280.707769923,59.308440007,31.999989309,86.659361561
D/S1E1P21B12,5,36,5.0,#255430,281.898955383,56.151305536,16.82552922,0.0
D/S1W1P25B13,5,36,5.0,#255430,281.898955383,56.151305536,16.82552922,66.07847871
D/E1W1P15B23,5,36,5.0,#255430,281.898955383,56.151305536,0.0,66.07847871
D/S1E1P21B12,5,36,7.0,#255430,281.901531386,56.144544957,16.822832182,0.0
D/S1W1P25B13,5,36,7.0,#255430,281.901531386,56.144544957,16.822832182,66.10204577
D/E1W1P15B23,5,36,7.0,#255430,281.901531386,56.144544957,0.0,66.10204577
D/S1E1P21B12,5,36,10.0,#255430,281.905395557,56.134404209,16.818779509,0.0
D/S1W1P25B13,5,36,10.0,#255430,281.905395557,56.134404209,16.818779509,66.137388681
D/E1W1P15B23,5,36,10.0,#255430,281.905395557,56.134404209,0.0,66.137388681
D/S1E1P21B12,5,36,18.0,#255430,281.915700989,56.10736292,16.807921586,0.0
D/S1W1P25B13,5,36,18.0,#255430,281.915700989,56.10736292,16.807921586,66.231595201
D/E1W1P15B23,5,36,18.0,#255430,281.915700989,56.10736292,0.0,66.231595201
D/S1E1P21B12,5,53,5.0,#266328,283.910986045,55.843948372,10.641612999,0.0
D/S1W1P25B13,5,53,5.0,#266328,283.910986045,55.843948372,10.641612999,64.27331246
D/E1W1P15B23,5,53,5.0,#266328,283.910986045,55.843948372,0.0,64.27331246
D/S1E1P21B12,5,53,19.0,#266328,283.926754566,55.797004978,10.620859326,0.0
D/S1W1P25B13,5,53,19.0,#266328,283.926754566,55.797004978,10.620859326,64.433978938
D/E1W1P15B23,5,53,19.0,#266328,283.926754566,55.797004978,0.0,64.433978938
D/S1E1P21B12,5,53,56.0,#266328,283.968482214,55.67295574,10.565254077,0.0
D/S1W1P25B13,5,53,56.0,#266328,283.968482214,55.67295574,10.565254077,64.857584932
D/E1W1P15B23,5,53,56.0,#266328,283.968482214,55.67295574,0.0,64.857584932
D/S1E1P21B12,5,54,20.0,#266328,283.995590327,55.592503387,10.528512709,0.0
D/S1W1P25B13,5,54,20.0,#266328,283.995590327,55.592503387,10.528512709,65.131645537
D/E1W1P15B23,5,54,20.0,#266328,283.995590327,55.592503387,0.0,65.131645537
D/S1E1P21B12,6,10,46.0,#274348,289.15383197,54.725040084,3.97113226,9.999996659
D/S1W1P25B13,6,10,46.0,#274348,289.15383197,54.725040084,3.97113226,69.608598668
D/E1W1P15B23,6,10,46.0,#274348,289.15383197,54.725040084,9.999996659,69.608598668
D/S1E1P21B12,6,10,47.0,#274348,289.154579735,54.721776798,3.969287436,9.999996659
D/S1W1P25B13,6,10,47.0,#274348,289.154579735,54.721776798,3.969287436,69.619194555
D/E1W1P15B23,6,10,47.0,#274348,289.154579735,54.721776798,9.999996659,69.619194555
D/S1E1P21B12,6,10,57.0,#274348,289.162064711,54.689144735,3.95076114,9.999996659
D/S1W1P25B13,6,10,57.0,#274348,289.162064711,54.689144735,3.95076114,69.725179329
D/E1W1P15B23,6,10,57.0,#274348,289.162064711,54.689144735,9.999996659,69.725179329
D/S1E1P21B12,6,11,8.0,#274348,289.170313552,54.65325118,3.930296276,9.999996659
D/S1W1P25B13,6,11,8.0,#274348,289.170313552,54.65325118,3.930296276,69.841700481
D/E1W1P15B23,6,11,8.0,#274348,289.170313552,54.65325118,9.999996659,69.841700481
D/S1E1P21B12,6,32,26.0,#266328,286.716659703,47.977281167,4.57893537,0.0
D/S1W1P25B13,6,32,26.0,#266328,286.716659703,47.977281167,4.57893537,88.411741222
D/E1W1P15B23,6,32,26.0,#266328,286.716659703,47.977281167,0.0,88.411741222
D/S1E1P21B12,6,32,36.0,#266328,286.729135333,47.944196827,4.542410363,0.0
D/S1W1P25B13,6,32,36.0,#266328,286.729135333,47.944196827,4.542410363,88.500804528
D/E1W1P15B23,6,32,36.0,#266328,286.729135333,47.944196827,0.0,88.500804528
D/S1E1P21B12,6,32,39.0,#266328,286.73287896,47.934271948,4.531431252,0.0
D/S1W1P25B13,6,32,39.0,#266328,286.73287896,47.934271948,4.531431252,88.5275177
D/E1W1P15B23,6,32,39.0,#266328,286.73287896,47.934271948,0.0,88.5275177
D/S1E1P13B12,7,48,5.0,#33252,88.431683429,49.492694299,38.103224093,31.999989308
D/S1W2P15B13,7,48,5.0,#33252,88.431683429,49.492694299,38.103224093,6.015381184
D/E1W2P35B23,7,48,5.0,#33252,88.431683429,49.492694299,31.999989308,6.015381184
D/S1E1P13B12,7,48,6.0,#33252,88.43392283,49.496147532,38.117256757,31.999989308
D/S1W2P15B13,7,48,6.0,#33252,88.43392283,49.496147532,38.117256757,6.027240874
D/E1W2P35B23,7,48,6.0,#33252,88.43392283,49.496147532,31.999989308,6.027240874
D/S1E1P13B12,7,48,8.0,#33252,88.438402066,49.50305401,38.145321645,31.999989308
D/S1W2P15B13,7,48,8.0,#33252,88.438402066,49.50305401,38.145321645,6.050947482
D/E1W2P35B23,7,48,8.0,#33252,88.438402066,49.50305401,31.999989308,6.050947482
D/S1E1P13B12,7,48,10.0,#33252,88.442881883,49.509960505,38.173376139,31.999989308
D/S1W2P15B13,7,48,10.0,#33252,88.442881883,49.509960505,38.173376139,6.074670073
D/E1W2P35B23,7,48,10.0,#33252,88.442881883,49.509960505,31.999989308,6.074670073
D/S1E1P13B12,8,16,10.0,#35200,83.30994135,55.064878941,33.579556644,31.999989308
D/S1W2P15B13,8,16,10.0,#35200,83.30994135,55.064878941,33.579556644,16.839589946
D/E1W2P35B23,8,16,10.0,#35200,83.30994135,55.064878941,31.999989308,16.839589946
D/S1E1P13B12,8,16,13.0,#35200,83.315263279,55.075172008,33.619129266,31.999989308
D/S1W2P15B13,8,16,13.0,#35200,83.315263279,55.075172008,33.619129266,16.874941616
D/E1W2P35B23,8,16,13.0,#35200,83.315263279,55.075172008,31.999989308,16.874941616
D/S1E1P13B12,8,16,15.0,#35200,83.318811624,55.082034115,33.645509892,31.999989308
D/S1W2P15B13,8,16,15.0,#35200,83.318811624,55.082034115,33.645509892,16.898511223
D/E1W2P35B23,8,16,15.0,#35200,83.318811624,55.082034115,31.999989308,16.898511223
D/S1E1P13B12,8,16,17.0,#35200,83.322360285,55.088896271,33.671889624,31.999989308
D/S1W2P15B13,8,16,17.0,#35200,83.322360285,55.088896271,33.671889624,16.922082292
D/E1W2P35B23,8,16,17.0,#35200,83.322360285,55.088896271,31.999989308,16.922082292
D/S1E1P13B12,8,28,36.0,#36116,74.650985347,57.89303322,18.153746245,31.999989308
D/S1W2P15B13,8,28,36.0,#36116,74.650985347,57.89303322,18.153746245,20.055589849
D/E1W2P35B23,8,28,36.0,#36116,74.650985347,57.89303322,31.999989308,20.055589849
D/S1E1P13B12,8,29,46.0,#36116,74.713214767,58.126259493,19.013615716,31.999989308
D/S1W2P15B13,8,29,46.0,#36116,74.713214767,58.126259493,19.013615716,20.843596796
D/E1W2P35B23,8,29,46.0,#36116,74.713214767,58.126259493,31.999989308,20.843596796
D/S1E1P13B12,8,29,54.0,#36116,74.72029342,58.152918331,19.111797546,31.999989308
D/S1W2P15B13,8,29,54.0,#36116,74.72029342,58.152918331,19.111797546,20.933746527
D/E1W2P35B23,8,29,54.0,#36116,74.72029342,58.152918331,31.999989308,20.933746527
D/S1E1P13B12,8,31,31.0,#36116,74.80557155,58.476227924,20.30110109,31.999989308
D/S1W2P15B13,8,31,31.0,#36116,74.80557155,58.476227924,20.30110109,22.028400981
D/E1W2P35B23,8,31,31.0,#36116,74.80557155,58.476227924,31.999989308,22.028400981
D/S1E1P13B12,9,8,50.0,#38572,37.197968751,59.735158385,8.522242159,75.999974606
D/S1W2P15B13,9,8,50.0,#38572,37.197968751,59.735158385,8.522242159,76.773179387
D/E1W2P35B23,9,8,50.0,#38572,37.197968751,59.735158385,75.999974606,76.773179387
D/S1E1P13B12,9,8,54.0,#38572,37.188501908,59.743511485,8.55581973,75.999974606
D/S1W2P15B13,9,8,54.0,#38572,37.188501908,59.743511485,8.55581973,76.806671211
D/E1W2P35B23,9,8,54.0,#38572,37.188501908,59.743511485,75.999974606,76.806671211
D/S1E1P13B12,9,8,55.0,#38572,37.18613384,59.745599477,8.564219799,75.999974606
D/S1W2P15B13,9,8,55.0,#38572,37.18613384,59.745599477,8.564219799,76.815044534
D/E1W2P35B23,9,8,55.0,#38572,37.18613384,59.745599477,75.999974606,76.815044534
D/S1E1P13B12,9,9,0.0,#38572,37.174285352,59.756037725,8.606193789,75.999974606
D/S1W2P15B13,9,9,0.0,#38572,37.174285352,59.756037725,8.606193789,76.856921792
D/E1W2P35B23,9,9,0.0,#38572,37.174285352,59.756037725,75.999974606,76.856921792
D/S1E1P13B12,9,46,40.0,#36116,76.830817751,73.604287109,39.975294072,0.0
D/S1W2P15B13,9,46,40.0,#36116,76.830817751,73.604287109,39.975294072,43.126711229
D/E1W2P35B23,9,46,40.0,#36116,76.830817751,73.604287109,0.0,43.126711229
D/S1E1P13B12,9,46,42.0,#36116,76.830166737,73.611014455,39.99622395,0.0
D/S1W2P15B13,9,46,42.0,#36116,76.830166737,73.611014455,39.99622395,43.150791866
D/E1W2P35B23,9,46,42.0,#36116,76.830166737,73.611014455,0.0,43.150791866
D/S1E1P13B12,9,46,44.0,#36116,76.829513141,73.617741784,40.01715171,0.0
D/S1W2P15B13,9,46,44.0,#36116,76.829513141,73.617741784,40.01715171,43.174872588
D/E1W2P35B23,9,46,44.0,#36116,76.829513141,73.617741784,0.0,43.174872588
D/S1E1P13B12,9,46,46.0,#36116,76.828856959,73.624469097,40.038083441,0.0
D/S1W2P15B13,9,46,46.0,#36116,76.828856959,73.624469097,40.038083441,43.198953403
D/E1W2P35B23,9,46,46.0,#36116,76.828856959,73.624469097,0.0,43.198953403
D/S1E1P13B12,9,59,24.0,#35200,99.003583853,76.400406819,76.321884931,0.0
D/S1W2P15B13,9,59,24.0,#35200,99.003583853,76.400406819,76.321884931,62.268755203
D/E1W2P35B23,9,59,24.0,#35200,99.003583853,76.400406819,0.0,62.268755203
D/S1E1P13B12,9,59,25.0,#35200,99.008169426,76.403818759,76.332409345,0.0
D/S1W2P15B13,9,59,25.0,#35200,99.008169426,76.403818759,76.332409345,62.281537628
D/E1W2P35B23,9,59,25.0,#35200,99.008169426,76.403818759,0.0,62.281537628
D/S1E1P13B12,9,59,26.0,#35200,99.012756715,76.407230659,76.342932105,0.0
D/S1W2P15B13,9,59,26.0,#35200,99.012756715,76.407230659,76.342932105,62.294329495
D/E1W2P35B23,9,59,26.0,#35200,99.012756715,76.407230659,0.0,62.294329495
D/S1E1P13B12,9,59,29.0,#35200,99.026528864,76.417466095,76.37451805,0.0
D/S1W2P15B13,9,59,29.0,#35200,99.026528864,76.417466095,76.37451805,62.332696988
D/E1W2P35B23,9,59,29.0,#35200,99.026528864,76.417466095,0.0,62.332696988
D/S1E1P13B12,10,13,15.0,#36116,75.104531774,78.955225754,55.957572206,0.0
D/S1W2P15B13,10,13,15.0,#36116,75.104531774,78.955225754,55.957572206,62.314530586
D/E1W2P35B23,10,13,15.0,#36116,75.104531774,78.955225754,0.0,62.314530586
D/S1E1P13B12,10,13,21.0,#36116,75.091297902,78.975255792,56.014887711,0.0
D/S1W2P15B13,10,13,21.0,#36116,75.091297902,78.975255792,56.014887711,62.386488899
D/E1W2P35B23,10,13,21.0,#36116,75.091297902,78.975255792,0.0,62.386488899
D/S1E1P13B12,10,13,22.0,#36116,75.089084995,78.978594013,56.024436351,0.0
D/S1W2P15B13,10,13,22.0,#36116,75.089084995,78.978594013,56.024436351,62.398481673
D/E1W2P35B23,10,13,22.0,#36116,75.089084995,78.978594013,0.0,62.398481673
D/S1E1P13B12,10,13,23.0,#36116,75.08687001,78.9819322,56.033984376,0.0
D/S1W2P15B13,10,13,23.0,#36116,75.08687001,78.9819322,56.033984376,62.410467636
D/E1W2P35B23,10,13,23.0,#36116,75.08687001,78.9819322,0.0,62.410467636
D/S1E1P13B12,10,39,49.0,#57683,83.03223235,68.027163938,33.472463346,0.0
D/S1W2P15B13,10,39,49.0,#57683,83.03223235,68.027163938,33.472463346,26.166690974
D/E1W2P35B23,10,39,49.0,#57683,83.03223235,68.027163938,0.0,26.166690974
D/S1E1P13B12,10,39,52.0,#57683,83.036166439,68.037451022,33.507162563,0.0
D/S1W2P15B13,10,39,52.0,#57683,83.036166439,68.037451022,33.507162563,26.203524349
D/E1W2P35B23,10,39,52.0,#57683,83.036166439,68.037451022,0.0,26.203524349
D/S1E1P13B12,10,39,55.0,#57683,83.040100666,68.047738191,33.541857728,0.0
D/S1W2P15B13,10,39,55.0,#57683,83.040100666,68.047738191,33.541857728,26.240352894
